ID,KEYWORD,CITY,CREATED_AT,created_at_local,TEXT,FROM_USER,FROM_USER_NAME,LOCATION,URLS,HASHTAGS,IS_RETWEET,RETWEET_COUNT,FOLLOWERS_COUNT,FRIENDS_COUNT,STATUSES_COUNT,TIME_ZONE,GEO,TO_USER_NAME,IN_REPLY_TO_STATUS_ID,SOURCE,LANGUAGE,Lat,Long
4.66356E+17,fire,San_Diego_40_mi_real,2014-05-13 23:14:14,2014-05-13 15:14:14,?@OkCourtneyy: if you have mueller good luck trying to get out of the junior paper cause of the fire lol?????????,jaayyreyes,J-Blocc,West Coast ,,,FALSE,,178,219,15889,Pacific Time (US & Canada),"32.977569,-117.090879",,4.66355E+17,Twitter for iPhone,en,32.977569,-117.090879
4.66356E+17,fire,San_Diego_40_mi_real,2014-05-13 23:14:15,2014-05-13 15:14:15,I can see #flames from here. Get it out boys! #sandiego #fire (@ Mt Soledad Veterans Memorial) http://t.co/SuIEJNZM1K,inthery,Ryan Siu,All Around.,http://4sq.com/1oMFs9r,"flames, sandiego, fire",FALSE,,266,813,1923,Alaska,"32.839753,-117.244720",,,foursquare,en,32.839753,-117.24472
4.66358E+17,fire,San_Diego_40_mi_real,2014-05-13 23:21:45,2014-05-13 15:21:45,I get to go home if my house is affected by the fire ??????,camsablan,Carmen SanDiego,,,,FALSE,,240,551,2913,Pacific Time (US & Canada),"32.873745,-117.212716",,,Twitter for iPhone,en,32.873745,-117.212716
4.66358E+17,fire,San_Diego_40_mi_real,2014-05-13 23:21:48,2014-05-13 15:21:48,When a fire starts to burn right and it starts to spread..,sofiaschugar,Sofia Schugar,,,,FALSE,1,69,174,331,Pacific Time (US & Canada),"32.934052,-117.203184",,,Twitter for iPhone,en,32.934052,-117.203184
4.66358E+17,fire,San_Diego_40_mi_real,2014-05-13 23:23:06,2014-05-13 15:23:06,Thank god for all the fire engines &amp; workers!! #bernardofire http://t.co/1TqF6WXAkX,CorinneWalder,Corinne Walder,California,,bernardofire,FALSE,,1794,299,4024,Hawaii,"33.020985,-117.118459",,,Twitter for iPhone,en,33.020985,-117.118459
4.66358E+17,fire,San_Diego_40_mi_real,2014-05-13 23:23:46,2014-05-13 15:23:46,Praying for everybody being affected by this huge fire... http://t.co/IjXXs7qzFm,reinaatharanii,Reina Tharani,,,,FALSE,,119,196,5222,Hawaii,"32.979715,-117.076029",,,Twitter for iPhone,en,32.979715,-117.076029
4.66358E+17,fire,San_Diego_40_mi_real,2014-05-13 23:24:06,2014-05-13 15:24:06,When my twitter feed is full of brush fire tweets when the fire is nowhere close to me but keep calm and stay safe everyone ??????,aratiiii,Aratiiii ,,,,FALSE,,206,261,799,Pacific Time (US & Canada),"32.651364,-117.023270",,,Twitter for Android,en,32.651364,-117.02327
4.66359E+17,fire,San_Diego_40_mi_real,2014-05-13 23:25:39,2014-05-13 15:25:39,Praying for our friends and the firefighters in the path of the fire.,SanDiegoLandUse,Marcela Escobar-Eck,San Diego,,,FALSE,2,421,390,8382,Pacific Time (US & Canada),"32.736971,-117.214863",,,Twitter for iPhone,en,32.736971,-117.214863
4.66359E+17,fire,San_Diego_40_mi_real,2014-05-13 23:26:18,2014-05-13 15:26:18,"But in all seriousness, I hope no one gets affected too much by this fire, and I'm extremely thankful for the firefighters for what they do!",gloria_657,Gloria Yehilevsky,"Morehead, KY",,,FALSE,,166,202,860,Eastern Time (US & Canada),"33.003724,-117.022993",,,Twitter for iPhone,en,33.003724,-117.022993
4.66359E+17,fire,San_Diego_40_mi_real,2014-05-13 23:28:10,2014-05-13 15:28:10,"San Diego is awesome, until it goes up in flames http://t.co/Uq2AUBXRmB",jess_carilli,Jessica Carilli,"Encinitas, CA",http://m.utsandiego.com/news/2014/may/13/canyon-fire-del-norte-high-nighthawk/,,FALSE,,600,507,3384,Sydney,"33.041511,-117.272945",,,Twitter for iPhone,en,33.041511,-117.272945
4.6636E+17,fire,San_Diego_40_mi_real,2014-05-13 23:29:11,2014-05-13 15:29:11,"#BernardoFire update. RT @UTsandiego County says more than 20,000 homes evacuated as Bernardo fire reaches 700 acres. http://t.co/YNCqqRYLOp",ScrippsHealth,Scripps Health,"San Diego, CA",http://utsd.us/RNhYpy,BernardoFire,FALSE,5,17729,6230,6633,Pacific Time (US & Canada),"32.887121,-117.223501",,4.66358E+17,Twitter for iPhone,en,32.887121,-117.223501
4.6636E+17,fire,San_Diego_40_mi_real,2014-05-13 23:29:38,2014-05-13 15:29:38,@michellefilanc Fire rager!!! ?? Only if I can sleep in marks bed tho,xoxomadi,Madi Smith,,,,FALSE,,123,375,2567,Alaska,"32.964745,-117.191783",,4.66359E+17,Twitter for iPhone,en,32.964745,-117.191783
4.6636E+17,fire,San_Diego_40_mi_real,2014-05-13 23:30:04,2014-05-13 15:30:04,When i said die i didnt expect a fire to explode.... Oops... Stay safe everyone!,nghia_le106,Nghia Le,,,,FALSE,,32,39,351,,"32.922976,-117.140371",,,Twitter for iPhone,en,32.922976,-117.140371
4.6636E+17,fire,San_Diego_40_mi_real,2014-05-13 23:30:56,2014-05-13 15:30:56,"@jerrydoyle Hi Jerry, keep San Diego &amp; our 1st responders in UR thoughts (Bernardo fire ). A lot of evacs. even H Woodward is prepping.  
.",Ana747West,Ana Luisa West,La Mesa CA,,,FALSE,,19,65,966,Pacific Time (US & Canada),"32.782833,-117.020061",,,Twitter for Android,en,32.782833,-117.020061
4.66361E+17,fire,San_Diego_40_mi_real,2014-05-13 23:35:51,2014-05-13 15:35:51,Emergency evacuation from work. San Diego is on fire!!,Dear_Deanna,Deanna Phouthavone,"San Diego, CA ??",,,FALSE,,228,205,5464,Pacific Time (US & Canada),"32.827828,-117.141081",,,Twitter for iPhone,en,32.827828,-117.141081
4.66362E+17,fire,San_Diego_40_mi_real,2014-05-13 23:38:27,2014-05-13 15:38:27,@Angiemichail there's a fire?,SamawiWowee,Robert Samawi,,,,FALSE,,252,271,4769,Pacific Time (US & Canada),"32.742194,-116.936339",,4.66357E+17,Twitter for iPhone,en,32.742194,-116.936339
4.66362E+17,fire,San_Diego_40_mi_real,2014-05-13 23:39:16,2014-05-13 15:39:16,Wow there's a fire? Wanna go get Starbucks? @RachelHLewis,Sabrina_Silva96,Sabrina Silva,California,,,FALSE,,74,128,1000,Arizona,"32.946038,-117.204317",,,Twitter for iPhone,en,32.946038,-117.204317
4.66362E+17,fire,San_Diego_40_mi_real,2014-05-13 23:39:52,2014-05-13 15:39:52,My mom is trying to prepare for this fire like she can,sara_alyassin,sara alyassin,cali,,,FALSE,,82,92,2037,,"32.981775,-117.077484",,,Twitter for iPhone,en,32.981775,-117.077484
4.66362E+17,fire,San_Diego_40_mi_real,2014-05-13 23:39:52,2014-05-13 15:39:52,some fire,FuckCedric,?,,,,FALSE,,171,131,1973,Arizona,"32.921583,-117.132759",,,Twitter for iPhone,en,32.921583,-117.132759
4.66362E+17,fire,San_Diego_40_mi_real,2014-05-13 23:40:18,2014-05-13 15:40:18,Ugh you can smell the 4S fire on campus 0.0,rawlambshank,Chris Purcell,"La Jolla, California",,,FALSE,,54,61,8986,Pacific Time (US & Canada),"32.878093,-117.238030",,,Twitter for iPhone,en,32.878093,-117.23803
4.66362E+17,fire,San_Diego_40_mi_real,2014-05-13 23:40:28,2014-05-13 15:40:28,SOME RADIO STATION IS PLAYING THE BURNING RING OF FIRE NO CHILL,FuckCedric,?,,,,FALSE,,171,131,1973,Arizona,"32.921044,-117.132450",,,Twitter for iPhone,en,32.921044,-117.13245
4.66362E+17,fire,San_Diego_40_mi_real,2014-05-13 23:40:54,2014-05-13 15:40:54,Near Franzen Farm Road.  Fire approaching homes in valley #BernardoFire http://t.co/UoqTKGtGGp,sharonchenfox5,Fox 5 Sharon Chen,San Diego,,BernardoFire,FALSE,1,883,331,1160,Pacific Time (US & Canada),"33.014579,-117.153395",,,Twitter for iPhone,en,33.014579,-117.153395
4.66363E+17,fire,San_Diego_40_mi_real,2014-05-13 23:41:30,2014-05-13 15:41:30,Praying for all those working on the fire and those affected. Stay safe everyone ??,sweetpea600,Lily Lee Johnson,,,,FALSE,,202,193,5650,Quito,"33.021304,-117.117471",,,Twitter for iPhone,en,33.021304,-117.117471
4.66363E+17,fire,San_Diego_40_mi_real,2014-05-13 23:41:40,2014-05-13 15:41:40,Idk if I should go to the gym. This fire shit set me back from all the things I wanted to do today before class. Plus I have a headache,jaasssperr,Jasper Aaron,HAAAAAAWAAAII,,,FALSE,,219,162,4834,Hawaii,"33.029563,-117.109096",,,Twitter for iPhone,en,33.029563,-117.109096
4.66363E+17,fire,San_Diego_40_mi_real,2014-05-13 23:42:03,2014-05-13 15:42:03,I  can smell the smoke as soon as I walk out of my office in sorento valley #fire #fireseason #sandiego,dannyraylima,Danny Ray Lima,San diego,,"fire, fireseason, sandiego",FALSE,,466,1353,1848,Pacific Time (US & Canada),"32.868499,-117.198170",,,iOS,en,32.868499,-117.19817
4.66363E+17,fire,San_Diego_40_mi_real,2014-05-13 23:42:45,2014-05-13 15:42:45,@WinchesterBros And 1 piece of good news: friend reunited w/ her son. He'd been evac'd to one HS. Fire caused them 2 evac 2 another center.,Ana747West,Ana Luisa West,La Mesa CA,,,FALSE,,19,65,969,Pacific Time (US & Canada),"32.782826,-117.020058",,4.66328E+17,Twitter for Android,en,32.782826,-117.020058
4.66363E+17,fire,San_Diego_40_mi_real,2014-05-13 23:43:47,2014-05-13 15:43:47,"The start of #fire season 2014. #sandiego @ San Diego, CA http://t.co/zU6n14ITwK",abeiner11,Annie ,,http://instagram.com/p/n9LTAOPTDw/,"fire, sandiego",FALSE,,85,223,821,Pacific Time (US & Canada),"33.012248,-117.266850",,,Instagram,en,33.012248,-117.26685
4.66363E+17,fire,San_Diego_40_mi_real,2014-05-13 23:44:14,2014-05-13 15:44:14,Things we lost in the fire,CassandraJerome,cassy jerome,C?LIFèRNI?,,,FALSE,1,139,244,1613,Arizona,"32.971957,-117.086870",,,Twitter for iPhone,en,32.971957,-117.08687
4.66364E+17,fire,San_Diego_40_mi_real,2014-05-13 23:45:15,2014-05-13 15:45:15,I think this fire really brought us together guys.,CassandraJerome,cassy jerome,C?LIFèRNI?,,,FALSE,,139,244,1613,Arizona,"32.971946,-117.087010",,,Twitter for iPhone,en,32.971946,-117.08701
4.66364E+17,fire,San_Diego_40_mi_real,2014-05-13 23:46:17,2014-05-13 15:46:17,@NBCJodi couldn't help but notice that the fire is showing up on the radar map. http://t.co/3rZwpx0QqF,BookerTdub,Tom Wellman,"San Diego, CA",,,FALSE,,102,262,6007,Pacific Time (US & Canada),"32.960083,-117.266046",,,Twitter for Android,en,32.960083,-117.266046
4.66364E+17,fire,San_Diego_40_mi_real,2014-05-13 23:46:18,2014-05-13 15:46:18,Fire....fire....fire in San Diego.... Oooh fire...!,AbdulTConteh,Abdul T Conteh,"San Diego, California",,,FALSE,,1604,935,18636,Eastern Time (US & Canada),"32.747521,-117.116044",,,Twitter for iPhone,it,32.747521,-117.116044
4.66364E+17,fire,San_Diego_40_mi_real,2014-05-13 23:46:39,2014-05-13 15:46:39,@kheiligh thanks Ben ya it moved west of us. Fire started about mile away from my house.,ace,Aldryn Estacio,San Diego,,,FALSE,,647,308,413,Pacific Time (US & Canada),"33.013393,-117.150898",,4.66341E+17,Twitter for iPhone,en,33.013393,-117.150898
4.66364E+17,fire,San_Diego_40_mi_real,2014-05-13 23:48:50,2014-05-13 15:48:50,"Farthest SE I have seen the #fire, this is east of westview high school @ Black Mountain Open Space? http://t.co/xGL7Q1Ygtw",danmcguffin,Danny McGuffin,"šT: 32.894246,-117.197473",http://instagram.com/p/n9L38RDA1c/,fire,FALSE,,407,228,9909,Pacific Time (US & Canada),"32.988054,-117.129447",,,Instagram,en,32.988054,-117.129447
4.66366E+17,fire,San_Diego_40_mi_real,2014-05-13 23:53:09,2014-05-13 15:53:09,Fire heading towards via a la Casa and el sicomoro st #nbc7,stevenlukenbc,Steven Luke,"San Diego, California",,nbc7,FALSE,3,2031,879,1567,,"33.011527,-117.192808",,,Twitter for iPhone,en,33.011527,-117.192808
4.66366E+17,fire,San_Diego_40_mi_real,2014-05-13 23:56:02,2014-05-13 15:56:02,Chase Field will live through this fire,CRB_5,Chase Bushor,,,,FALSE,3,225,240,151,,"33.005567,-117.209497",,,Twitter for iPhone,en,33.005567,-117.209497
4.66366E+17,fire,San_Diego_40_mi_real,2014-05-13 23:56:35,2014-05-13 15:56:35,S/o to those fierce firemen and women who are kicking fire butt rn.,CassandraJerome,cassy jerome,C?LIFèRNI?,,,FALSE,,139,244,1613,Arizona,"32.971767,-117.087296",,,Twitter for iPhone,en,32.971767,-117.087296
4.66367E+17,fire,San_Diego_40_mi_real,2014-05-13 23:56:55,2014-05-13 15:56:55,@rachyyface @EddieFilms @olivia_smith97 @lolalovesalot12 @jaysquivel @fgissuperman1 currently I'm not on fire ????,Nesnejwerdna,Nesnejwerdna,Halloween Town,,,FALSE,,138,395,4723,Pacific Time (US & Canada),"32.959907,-117.039926",,4.66365E+17,Twitter for iPhone,en,32.959907,-117.039926
4.66367E+17,fire,San_Diego_40_mi_real,2014-05-13 23:57:07,2014-05-13 15:57:07,Huge fire and my dad still wants to turn the channel and watch basketball,karleebaggs,kar,,,,FALSE,,387,407,9050,Arizona,"33.005017,-117.077997",,,Twitter for iPhone,en,33.005017,-117.077997
4.66367E+17,fire,San_Diego_40_mi_real,2014-05-13 23:57:56,2014-05-13 15:57:56,East coast has snow days.. West coast has fire days..,Bri_Wineteer,Bri Marie,"San Diego, California",,,FALSE,7,9079,60,9074,Pacific Time (US & Canada),"32.960378,-117.265744",,,Twitter for iPhone,en,32.960378,-117.265744
4.66367E+17,fire,San_Diego_40_mi_real,2014-05-13 23:58:18,2014-05-13 15:58:18,Shout out to all of the firefighters risking their lives today to contain and put out this fire. #BernardoFire,frick_no,ya girl,Southern California,,BernardoFire,FALSE,1,740,530,91128,Pacific Time (US & Canada),"32.955009,-117.093677",,,Twitter for iPhone,en,32.955009,-117.093677
4.66367E+17,fire,San_Diego_40_mi_real,2014-05-13 23:58:33,2014-05-13 15:58:33,@henleyco @fox5sandiego @KathleenFOX5 @jaimechambers Hi I'm right off of Artesian Road and the fire is burning towards it now.,sharonchenfox5,Fox 5 Sharon Chen,San Diego,,,FALSE,,883,331,1160,Pacific Time (US & Canada),"33.015697,-117.158536",,4.66366E+17,Twitter for iPhone,en,33.015697,-117.158536
4.66367E+17,fire,San_Diego_40_mi_real,2014-05-13 23:58:41,2014-05-13 15:58:41,It for today- bad fire http://t.co/NmlcDZT5rN,su_maja,Tamara Su Heath Maja,,,,FALSE,,21,9,4188,,"32.817358,-117.173550",,,iOS,en,32.817358,-117.17355
4.66368E+17,fire,San_Diego_40_mi_real,2014-05-14 00:01:17,2014-05-13 16:01:17,So there's a fire in san diego and the area where i'm staying was ordered to evacuate lawl. fml.,vsndr,Andr‚a,,,,FALSE,,40,69,2266,Eastern Time (US & Canada),"32.984549,-117.087773",,,Twitter for iPhone,en,32.984549,-117.087773
4.66368E+17,fire,San_Diego_40_mi_real,2014-05-14 00:01:31,2014-05-13 16:01:31,Yay. Fire season ??,its_CharlotteTW,Charlotte,"California, United States",,,FALSE,,888,1493,10677,Pacific Time (US & Canada),"32.830284,-117.130564",,,Twitter for iPhone,en,32.830284,-117.130564
4.66368E+17,fire,San_Diego_40_mi_real,2014-05-14 00:01:58,2014-05-13 16:01:58,"@henleyco @fox5sandiego @KathleenFOX5 @jaimechambers Hi Nicole, that is close to where we are.   Fire crews are working hard! #sdfire",sharonchenfox5,Fox 5 Sharon Chen,San Diego,,sdfire,FALSE,,883,331,1160,Pacific Time (US & Canada),"33.014597,-117.153352",,4.66367E+17,Twitter for iPhone,en,33.014597,-117.153352
4.66368E+17,fire,San_Diego_40_mi_real,2014-05-14 00:04:35,2014-05-13 16:04:35,California's on fire? Shocker,charisisforlove,Charis Roberts,sandy eggo,,,FALSE,,293,270,14882,Pacific Time (US & Canada),"32.688007,-117.125682",,,Twitter for iPhone,en,32.688007,-117.125682
4.66369E+17,fire,San_Diego_40_mi_real,2014-05-14 00:05:19,2014-05-13 16:05:19,#sandiego is on fucken #fire... again,karloakakarlo,Karlo,San Diego,,"sandiego, fire",FALSE,,82,202,1287,Hawaii,"32.884963,-117.203202",,,Twitter for Android,en,32.884963,-117.203202
4.66369E+17,fire,San_Diego_40_mi_real,2014-05-14 00:06:00,2014-05-13 16:06:00,"OK people, stay away from the N County fire and let the first responders do their jobs!",JeromeStocks,Jerome Stocks,Encinitas,,,FALSE,,272,513,943,,"33.040859,-117.258517",,,Twitter for iPhone,en,33.040859,-117.258517
4.66369E+17,fire,San_Diego_40_mi_real,2014-05-14 00:07:41,2014-05-13 16:07:41,"Who's worried about the fire when you have the gym to go too, and workout :)",Hurleybro47,Daniel jaramillo,,,,FALSE,,49,172,101,,"32.979992,-117.042383",,,Twitter for iPhone,en,32.979992,-117.042383
4.6637E+17,fire,San_Diego_40_mi_real,2014-05-14 00:09:47,2014-05-13 16:09:47,96 degrees windy and a huge fire greattttt,isaachoppee,hoppe,,,,FALSE,,75,73,1443,Arizona,"32.931589,-117.149304",,,Twitter for iPhone,en,32.931589,-117.149304
4.66371E+17,fire,San_Diego_40_mi_real,2014-05-14 00:15:54,2014-05-13 16:15:54,This is not the kind of Aztec Fire we like. Stay safe everyone. #BernardoFire,marchingaztecs,SDSU Marching Aztecs,"San Diego, CA",,BernardoFire,FALSE,2,1157,320,1430,Pacific Time (US & Canada),"32.933276,-117.070869",,,Twitter for iPhone,en,32.933276,-117.070869
4.66372E+17,fire,San_Diego_40_mi_real,2014-05-14 00:17:51,2014-05-13 16:17:51,Why do we look like we finna drop the most fire album of 2014? http://t.co/3exuQh13bE,caleb_joubert,Caleb D. Joubert,"San Diego, CA",,,FALSE,1,300,290,2827,Arizona,"32.765367,-116.935909",,,Twitter for iPhone,en,32.765367,-116.935909
4.66373E+17,fire,San_Diego_40_mi_real,2014-05-14 00:22:59,2014-05-13 16:22:59,my horse is safely in the trailer and heading up to Oceanside to avoid the smoke and fire??,HaleyNute,hales,"San Diego, CA",,,FALSE,,398,201,7312,,"32.974011,-117.224301",,,Twitter for iPhone,en,32.974011,-117.224301
4.66373E+17,fire,San_Diego_40_mi_real,2014-05-14 00:23:12,2014-05-13 16:23:12,Think I'll wait the fire out here. (@ Offshore Tavern &amp; Grill) http://t.co/H1C1ef0QwO,patrickincbts,Patrick Morrissey,"Somewhere in San Diego, CA",http://4sq.com/1lv8t8F,,FALSE,,58,181,1927,Pacific Time (US & Canada),"32.785858,-117.206203",,,foursquare,en,32.785858,-117.206203
4.66374E+17,fire,San_Diego_40_mi_real,2014-05-14 00:25:47,2014-05-13 16:25:47,Praying for the birds out there. Get away from the fire birdies! ??,cerelaguiriba,Cerela,San Diego,,,FALSE,,133,181,40077,Alaska,"33.035390,-117.077228",,,Twitter for iPhone,en,33.03539,-117.077228
4.66374E+17,fire,San_Diego_40_mi_real,2014-05-14 00:26:56,2014-05-13 16:26:56,View of fire from la sencilla and Lina del cielo http://t.co/QvxPlO1Pjn,nmcvicke,Nicholas McVicker,San Diego,,,FALSE,,223,436,833,,"33.014035,-117.211542",,,Twitter for iPhone,en,33.014035,-117.211542
